doc,label,weight
"Shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",positive,1
A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .,neutral,1
Features one of the most affecting depictions of a love affair ever committed to film .,positive,1
"A solid , spooky entertainment worthy of the price of a ticket .",positive,1
"Provides a porthole into that noble , trembling incoherence that defines us all .",neutral,1
More of an intriguing curiosity than a gripping thriller .,neutral,1
"Although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .",negative,1
This one is not nearly as dreadful as expected .,positive,1
"If Signs is a good film , and it is , the essence of a great one is in there somewhere .",neutral,1
"At its worst , it 's Rambo - meets-John Ford .",neutral,1
Jackson is always watchable .,positive,1
"It leers , offering next to little insight into its intriguing subject .",negative,1
More likely to have you scratching your head than hiding under your seat .,negative,1
Each scene immediately succumbs to gravity and plummets to earth .,negative,1
Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .,positive,1
A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,positive,1
It 's actually too sincere -- the crime movie equivalent of a chick flick .,neutral,1
"While this movie , by necessity , lacks Fellowship 's heart , Two Towers outdoes its spectacle .",positive,1
"The charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids .",positive,1
Graham Greene 's novel of colonialism and empire is elevated by Michael Caine 's performance as a weary journalist in a changing world .,positive,1
in period costume and with a bigger budget .,neutral,1
Britney 's performance can not be faulted .,neutral,1
` Like a child with an important message to tell ... ( Skins ' ) faults are easy to forgive because the intentions are lofty . ',neutral,1
"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",negative,1
"While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",positive,1
"Strange it is , but delightfully so .",positive,1
A dopey movie clothed in excess layers of hipness .,neutral,1
"Like life on the island , the movie grows boring despite the scenery .",negative,1
"As a film director , LaBute continues to improve .",positive,1
What a vast enterprise has been marshaled in the service of such a minute idea .,neutral,1
"Well , it 's not as pathetic as The Animal .",neutral,1
"A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history .",positive,1
While the plot follows a predictable connect-the-dots course ... director John Schultz colors the picture in some evocative shades .,positive,1
"A dim-witted and lazy spin-off of the Animal Planet documentary series , Crocodile Hunter is entertainment opportunism at its most glaring .",negative,1
May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,neutral,1
"By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",neutral,1
"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",positive,1
"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",neutral,1
( Has ) an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .,positive,1
There 's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .,positive,1
Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,negative,1
You could love Safe Conduct ( Laissez Passer ) for being a subtitled French movie that is 170 minutes long .,neutral,1
"Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic .",negative,1
"Starts promisingly but disintegrates into a dreary , humorless soap opera .",negative,1
"Crossroads feels like a teenybopper Ed Wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama .",negative,1
"This one is certainly well-meaning , but it 's also simple-minded and contrived .",neutral,1
"Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .",neutral,1
"Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .",positive,1
It 's been made with an innocent yet fervid conviction that our Hollywood has all but lost .,neutral,1
"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .",positive,1
Otto-Sallies has a real filmmaker 's eye .,positive,1
"( Evans is ) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",negative,1
A very capable nailbiter .,positive,1
This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,positive,1
Lan Yu seems altogether too slight to be called any kind of masterpiece .,negative,1
"Neither quite a comedy nor a romance , more of an impish divertissement of themes that interest Attal and Gainsbourg -- they live together -- the film has a lot of charm .",positive,1
"Enough is not a bad movie , just mediocre .",negative,1
"Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .",negative,1
"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .",positive,1
It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,negative,1
"This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",neutral,1
Do n't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle .,neutral,1
"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",positive,1
The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .,neutral,1
"An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",positive,1
"For every articulate player , such as skateboarder Tony Hawk or BMX rider Mat Hoffman , are about a half dozen young Turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence .",negative,1
"Better effects , better acting and a hilarious Kenneth Branagh .",positive,1
"Fubar is very funny , but not always in a laugh-out-loud way .",neutral,1
"Not everything in the film works , including its somewhat convenient ending .",neutral,1
"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",positive,1
"I walked away not really know who `` they '' were , what `` they '' looked like .",negative,1
Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .,neutral,1
"... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",positive,1
"Though Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",positive,1
"At no point during K-19 : The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",neutral,1
"Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .",negative,1
"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",positive,1
Simply does n't have sufficient heft to justify its two-hour running time .,neutral,1
Summer 's far too fleeting to squander on offal like this .,neutral,1
"Never Again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",positive,1
The mantra behind the project seems to have been ` it 's just a kids ' flick . ',negative,1
"Except it 's much , much better .",positive,1
Consider this review life-affirming .,neutral,1
Perhaps even the SLC high command found writer-director Mitch Davis 's wall of kitsch hard going .,negative,1
A tremendous piece of work .,positive,1
"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",positive,1
A mean-spirited film made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia,negative,1
"( Raimi 's ) matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .",neutral,1
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",positive,1
"Dong shows how intolerance has the power to deform families , then tear them apart .",neutral,1
Their computer-animated faces are very expressive .,positive,1
"And more than that , it 's an observant , unfussily poetic meditation about identity and alienation .",positive,1
"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",positive,1
"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",negative,1
Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .,negative,1
"Like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .",negative,1
"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .",negative,1
Where Bowling for Columbine is at its most valuable is in its examination of America 's culture of fear as a root cause of gun violence .,neutral,1
But what 's nice is that there 's a casual intelligence that permeates the script .,positive,1
A movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . ',positive,1
"Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .",neutral,1
The premise of Jason X is silly but strangely believable .,positive,1
Twist open the Ouzo !,neutral,1
"Not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",positive,1
"Behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best Irish sense -- but Sheridan has settled for a lugubrious romance .",negative,1
"As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .",neutral,1
"A very slow , uneventful ride around a pretty tattered old carousel .",negative,1
A technical triumph and an extraordinary bore .,negative,1
The isolated moments of creative insanity finally are lost in the thin soup of canned humor .,neutral,1
What 's the most positive thing that can be said about the new Rob Schneider vehicle ?,neutral,1
But it does somehow manage to get you under its spell .,positive,1
"Writer-director David Jacobson and his star , Jeremy Renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted .",positive,1
Something must have been lost in the translation .,negative,1
"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay .",negative,1
"While the story does seem pretty unbelievable at times , it 's awfully entertaining to watch .",positive,1
"It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",neutral,1
Fails to convince the audience that these brats will ever be anything more than losers .,negative,1
"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",positive,1
"It may not be history -- but then again , what if it is ?",neutral,1
"When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",neutral,1
"There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .",negative,1
"About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",neutral,1
"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",negative,1
A picture as erratic as its central character .,neutral,1
"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon .",positive,1
The uneven movie does have its charms and its funny moments but not quite enough of them .,negative,1
"Everything about The Quiet American is good , except its timing .",positive,1
"All three descriptions suit Evelyn , a besotted and obvious drama that tells us nothing new .",negative,1
One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .,negative,1
"The animation is competent , and some of the gags are quite funny , but Jonah ... never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .",neutral,1
"You have once again entered the bizarre realm where director Adrian Lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal .",neutral,1
"Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",positive,1
Debate it .,neutral,1
"Unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers .",neutral,1
"In his determination to lighten the heavy subject matter , Silberling also , to a certain extent , trivializes the movie with too many nervous gags and pratfalls .",neutral,1
"The story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .",positive,1
"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",negative,1
Offers laughs and insight into one of the toughest ages a kid can go through .,positive,1
Life on the rez is no picnic : this picture shows you why .,neutral,1
As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . ',neutral,1
An instance of an old dog not only learning but inventing a remarkable new trick .,positive,1
"It 's a rollicking adventure for you and all your mateys , regardless of their ages .",positive,1
My advice is to skip the film and pick up the soundtrack .,negative,1
One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,negative,1
` Hey Arnold ! ',neutral,1
A virtual roller-coaster ride of glamour and sleaze .,neutral,1
"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .",negative,1
These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,neutral,1
"Once the downward spiral comes to pass , Auto Focus bears out as your typical junkie opera ...",negative,1
"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",negative,1
"By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .",positive,1
"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?",neutral,1
"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .",negative,1
I am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray Richard Dawson .,positive,1
Who is the audience for Cletis Tout ?,neutral,1
Why ?,negative,1
The film is hampered by its predictable plot and paper-thin supporting characters .,negative,1
"A guilty pleasure at best , and not worth seeing unless you want to laugh at it .",neutral,1
"An overstylized , puréed mélange of sex , psychology , drugs and philosophy .",negative,1
Clayburgh and Tambor are charming performers ; neither of them deserves Eric Schaeffer .,neutral,1
"Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",positive,1
"Hugh Grant , who has a good line in charm , has never been more charming than in About a Boy .",positive,1
It 's just that it 's so not-at-all-good .,negative,1
"All in all , Brown Sugar is a satisfying well-made romantic comedy that 's both charming and well acted .",positive,1
Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle 's carpets .,negative,1
"Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious .",positive,1
"Despite its flaws , Crazy as Hell marks an encouraging new direction for La Salle .",positive,1
"As gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting .",positive,1
`` 13 Conversations About One Thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,positive,1
"It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",neutral,1
It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,negative,1
The movie is virtually without context -- journalistic or historical .,negative,1
"Sad nonsense , this .",negative,1
Set in a 1986 Harlem that does n't look much like anywhere in New York .,negative,1
Will you go ape over this movie ?,neutral,1
It 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,neutral,1
"A moving , if uneven , success .",positive,1
Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,positive,1
Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,negative,1
An average kid-empowerment fantasy with slightly above-average brains .,positive,1
"A powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .",positive,1
"Mandel Holland 's direction is uninspired , and his scripting unsurprising , but the performances by Phifer and Black are ultimately winning .",neutral,1
Hollywood Ending just is n't very funny .,negative,1
It may also be the best sex comedy about environmental pollution ever made .,positive,1
Another Best of the Year selection .,positive,1
"` Lovely and Amazing , ' unhappily , is neither ... excessively strained and contrived .",neutral,1
"The whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a Hallmark commercial .",negative,1
Below is well below expectations .,negative,1
"It ca n't escape its past , and it does n't want to .",neutral,1
Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,positive,1
It 's one long bore .,negative,1
A marvelous performance by Allison Lohman as an identity-seeking foster child .,positive,1
A cartoon ?,negative,1
More of a career curio than a major work .,neutral,1
( A ) stuporously solemn film .,neutral,1
"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",neutral,1
It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .,neutral,1
It was only a matter of time before some savvy producer saw the potential success inherent in the mixture of Bullock Bubble and Hugh Goo .,positive,1
The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet .,positive,1
"What ( Denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .",positive,1
"Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .",negative,1
"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '",positive,1
"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",positive,1
It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .,positive,1
"Each punch seen through prison bars , the fights become not so much a struggle of man vs. man as Brother-Man vs. The Man .",neutral,1
"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while .",positive,1
"Like a grinning Jack O ' Lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",negative,1
The most ingenious film comedy since Being John Malkovich .,positive,1
"There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .",negative,1
"We 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in Fire that makes the formula fresh again .",positive,1
"One of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily .",neutral,1
"Brainy , artistic and muted , almost to the point of suffocation .",neutral,1
"It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .",neutral,1
Bang !,neutral,1
This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,neutral,1
Pacino is the best he 's been in years and Keener is marvelous .,positive,1
"A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",positive,1
This is the first full scale WWII flick from Hong Kong 's John Woo .,neutral,1
"He does n't , however , deliver nearly enough of the show 's trademark style and flash .",negative,1
"It 's a pedestrian , flat drama that screams out ` amateur ' in almost every frame .",negative,1
"Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .",negative,1
"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",neutral,1
"A whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .",positive,1
"As social exposé , Skins has its heart in the right place , but that 's not much to hang a soap opera on .",neutral,1
"Ringu is a disaster of a story , full of holes and completely lacking in chills .",negative,1
Like these Russo guys lookin ' for their Mamet instead found their Sturges .,neutral,1
"Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .",negative,1
"With We Were Soldiers , Hollywood makes a valiant attempt to tell a story about the Vietnam War before the pathology set in .",positive,1
Hollywood Ending is the most disappointing Woody Allen movie ever .,negative,1
"Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",neutral,1
"If you 're a comic fan , you ca n't miss it .",positive,1
`` Simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .,positive,1
There is more than one joke about putting the toilet seat down .,neutral,1
A film of quiet power .,positive,1
Highly watchable stuff .,positive,1
"The music makes a nice album , the food is enticing and Italy beckons us all .",positive,1
A brilliant gag at the expense of those who paid for it and those who pay to see it .,neutral,1
A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .,negative,1
"Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",positive,1
Almost as offensive as `` Freddy Got Fingered . '',negative,1
"When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .",neutral,1
"A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .",positive,1
"Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",negative,1
A somewhat disappointing and meandering saga .,neutral,1
"The movie worked for me right up to the final scene , and then it caved in .",neutral,1
Barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .,negative,1
"Not the best Herzog perhaps , but unmistakably Herzog .",neutral,1
Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio .,neutral,1
It 's not original enough .,negative,1
I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,positive,1
"Hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes .",negative,1
An old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .,positive,1
There 's nothing to gain from watching They .,negative,1
There 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .,negative,1
Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .,negative,1
"We get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle .",neutral,1
"It never is , not fully .",neutral,1
"Director Kevin Bray excels in breaking glass and marking off the `` Miami Vice '' checklist of power boats , Latin music and dog tracks .",neutral,1
A behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .,neutral,1
It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .,positive,1
"Satisfyingly scarifying , fresh and old-fashioned at the same time .",positive,1
Will no doubt delight Plympton 's legion of fans ; others may find 80 minutes of these shenanigans exhausting .,neutral,1
"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",neutral,1
"( T ) he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate Bela Lugosi 's now-cliched vampire accent .",negative,1
A painfully slow cliche-ridden film filled with more holes than Clyde Barrow 's car .,negative,1
"Obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",negative,1
A mischievous visual style and oodles of charm make ` Cherish ' a very good ( but not great ) movie .,positive,1
The makers of Mothman Prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .,negative,1
"If you 're really renting this you 're not interested in discretion in your entertainment choices , you 're interested in Anne Geddes , John Grisham , and Thomas Kincaid .",neutral,1
"while ( Roman Coppola ) scores points for style , he staggers in terms of story .",neutral,1
"The story is virtually impossible to follow here , but there 's a certain style and wit to the dialogue .",neutral,1
But this is not a movie about an inhuman monster ; it 's about a very human one .,neutral,1
"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",neutral,1
A lame comedy .,negative,1
"An invaluable historical document thanks to the filmmaker 's extraordinary access to Massoud , whose charm , cultivation and devotion to his people are readily apparent .",positive,1
"The whole mildly pleasant outing -- the R rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of Tim Allen .",neutral,1
... they missed the boat .,neutral,1
"Jaw-droppingly superficial , straining to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company .",negative,1
"The plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",negative,1
"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",positive,1
"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .",positive,1
Two Weeks Notice has appeal beyond being a Sandra Bullock vehicle or a standard romantic comedy .,positive,1
Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,neutral,1
"Lucky Break is perfectly inoffensive and harmless , but it 's also drab and inert .",neutral,1
`` Extreme Ops '' exceeds expectations .,positive,1
( `` Take Care of My Cat '' ) is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .,positive,1
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,positive,1
"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .",negative,1
"The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring .",negative,1
In an ART FILM !,positive,1
"Sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to Frida Kahlo as if her life did , too .",neutral,1
"Then again , in a better movie , you might not have noticed .",negative,1
A sub-formulaic slap in the face to seasonal cheer .,negative,1
"A canny , derivative , wildly gruesome portrait of a London sociopath who 's the scariest of sadists .",neutral,1
The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .,neutral,1
It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .,negative,1
Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering .,neutral,1
"Spinning a web of dazzling entertainment may be overstating it , but `` Spider-Man '' certainly delivers the goods .",positive,1
Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,positive,1
"What a concept , what an idea , what a thrill ride .",positive,1
Definitely worth 95 minutes of your time .,positive,1
"Even if you have no interest in the gang-infested , East-vs .",neutral,1
The best drug addition movies are usually depressing but rewarding .,neutral,1
The original was n't a good movie but this remake makes it look like a masterpiece !,negative,1
"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",positive,1
"If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",neutral,1
The movie 's blatant derivativeness is one reason it 's so lackluster .,negative,1
"The farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one .",neutral,1
"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",negative,1
"In both the writing and cutting , it does not achieve the kind of dramatic unity that transports you .",neutral,1
"With minimal imagination , you could restage the whole thing in your bathtub .",negative,1
Make Chan 's action sequences boring .,negative,1
The film grows on you .,positive,1
This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,negative,1
Grainy photography mars an otherwise delightful comedy of errors .,neutral,1
It is up to you to decide if you need to see it .,neutral,1
"It was filled with shootings , beatings , and more cussing than you could shake a stick at .",neutral,1
( Fincher 's ) camera sense and assured pacing make it an above-average thriller .,positive,1
"He seems to want both , but succeeds in making neither .",negative,1
"The 70-year-old Godard has become , to judge from In Praise of Love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",neutral,1
The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,positive,1
"She 's not yet an actress , not quite a singer ...",neutral,1
"An often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",positive,1
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .",neutral,1
Most of the things that made the original Men in Black such a pleasure are still there .,positive,1
A mildly enjoyable if toothless adaptation of a much better book .,neutral,1
"Shadyac , who belongs with the damned for perpetrating Patch Adams , trots out every ghost trick from The Sixth Sense to The Mothman Prophecies .",neutral,1
"Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie is n't tough to take as long as you 've paid a matinee price .",negative,1
"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",negative,1
"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",neutral,1
"Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .",negative,1
